GeneID,p_val,avg_logFC,pct.1,pct.2,p_val_adj
CTSD,9.46E-103,-0.423946668,0.161,0.353,3.13E-98
SPIRE1,1.41E-102,0.299163289,0.182,0.039,4.65E-98
NME5,3.03E-102,-0.317361714,0.021,0.143,1.00E-97
MT-ATP6,4.08E-102,-0.387361394,0.909,0.943,1.35E-97
PGM2L1,4.53E-102,0.351870913,0.381,0.177,1.50E-97
RNASEH2C,5.63E-102,-0.394892039,0.138,0.325,1.86E-97
TKT,7.88E-102,0.372647541,0.602,0.412,2.61E-97
SYCE1L,1.95E-101,-0.284815689,0.024,0.15,6.44E-97
CSAD,3.16E-101,0.337547963,0.232,0.071,1.04E-96
SNHG8,4.10E-101,-0.457307431,0.342,0.536,1.36E-96
NFASC,4.40E-101,0.319511335,0.19,0.044,1.45E-96
PHIP,5.05E-101,0.44796778,0.481,0.285,1.67E-96
CCT3,6.90E-101,0.348765735,0.717,0.546,2.28E-96
DUOX1,7.36E-101,0.342103295,0.258,0.086,2.43E-96
ENHO,6.98E-100,0.270835217,0.178,0.038,2.31E-95
C1orf54,7.71E-100,-0.265231219,0.029,0.158,2.55E-95
BAD,1.20E-99,-0.439674405,0.286,0.48,3.96E-95
SERP2,2.01E-99,0.326986404,0.261,0.09,6.65E-95
TAGLN3,3.90E-99,0.351908801,0.606,0.382,1.29E-94
RCN1,3.94E-99,-0.38292787,0.228,0.445,1.30E-94
IGFBP6,5.51E-99,-0.347750078,0.014,0.126,1.82E-94
FSD1,5.77E-99,0.294301382,0.271,0.096,1.91E-94
TNFRSF1A,5.88E-99,-0.25027611,0.03,0.159,1.94E-94
NOVA2,9.15E-99,0.266157396,0.153,0.024,3.02E-94
DACT1,1.00E-98,0.287579359,0.149,0.023,3.32E-94
UBA1,1.47E-98,0.35640472,0.48,0.282,4.84E-94
WDR47,2.44E-98,0.307134852,0.203,0.053,8.06E-94
RPLP0,9.15E-98,-0.251836914,0.964,0.96,3.02E-93
SATB2,1.43E-97,0.33531867,0.126,0.012,4.74E-93
RAB34,1.58E-97,-0.32435059,0.069,0.224,5.23E-93
COL6A2,1.72E-97,-0.330285777,0.033,0.162,5.69E-93
NT5C,2.23E-97,-0.348514489,0.092,0.261,7.37E-93
BEX1,3.27E-97,0.3387227,0.738,0.554,1.08E-92
GABRB2,7.24E-97,0.251828815,0.123,0.011,2.39E-92
GPR85,8.49E-97,0.369304756,0.234,0.075,2.81E-92
VAMP2,8.61E-97,0.296692449,0.754,0.588,2.85E-92
TCF7L2,1.52E-96,-0.769570449,0.057,0.201,5.04E-92
DDX6,2.19E-96,0.391257483,0.353,0.17,7.25E-92
SLC16A3,3.04E-96,-0.398829005,0.057,0.203,1.01E-91
CAMK4,3.87E-96,0.272917116,0.203,0.053,1.28E-91
ARPC5,5.68E-96,0.364559832,0.66,0.491,1.88E-91
MTF2,7.82E-96,0.337393985,0.39,0.194,2.58E-91
GRB2,2.61E-95,0.344340787,0.385,0.193,8.63E-91
GPC3,4.17E-95,-0.454390644,0.016,0.127,1.38E-90
C16orf45,5.35E-95,0.330232339,0.368,0.175,1.77E-90
REEP1,6.41E-95,0.297124842,0.224,0.069,2.12E-90
DHCR7,6.73E-95,0.371241617,0.284,0.113,2.22E-90
CDKN1C,8.59E-95,-0.261317433,0.014,0.122,2.84E-90
CUBN,8.60E-95,-0.254367799,0.006,0.104,2.84E-90
PMP22,1.31E-94,-0.285486411,0.032,0.158,4.34E-90
ABI2,1.75E-94,0.361967864,0.474,0.279,5.78E-90
LY6H,1.88E-94,0.302168856,0.495,0.278,6.21E-90
KIF3C,1.95E-94,0.282943892,0.194,0.05,6.44E-90
JAG1,9.06E-94,-0.298985509,0.018,0.129,3.00E-89
CST3,2.09E-93,-0.591073893,0.463,0.605,6.92E-89
FBXO2,2.10E-93,-0.276499762,0.012,0.115,6.94E-89
BACH2,3.86E-93,0.278909466,0.162,0.033,1.27E-88
GYPC,4.65E-93,-0.267287892,0.026,0.147,1.54E-88
LRRC24,4.90E-93,-0.284319714,0.018,0.128,1.62E-88
EOMES,6.92E-93,0.55130752,0.105,0.005,2.29E-88
KLHL35,9.32E-93,0.362609836,0.252,0.089,3.08E-88
SOX3,1.52E-92,0.400202804,0.138,0.021,5.01E-88
CAPRIN1,1.78E-92,0.3529029,0.432,0.241,5.89E-88
PHF20,1.87E-92,0.357155875,0.402,0.211,6.19E-88
CNTFR,1.94E-92,0.286589931,0.2,0.056,6.42E-88
WASF1,2.22E-92,0.346562855,0.285,0.113,7.33E-88
SOD1,2.77E-92,-0.341598243,0.736,0.811,9.15E-88
SYT11,3.41E-92,0.348408232,0.35,0.165,1.13E-87
NMB,5.75E-92,-0.319586784,0.019,0.131,1.90E-87
OST4,1.85E-91,-0.331630056,0.748,0.807,6.11E-87
ACADVL,5.95E-91,-0.399860787,0.202,0.389,1.97E-86
GFOD1,6.89E-91,0.250333663,0.154,0.029,2.28E-86
GSTP1,1.37E-90,-0.356626292,0.872,0.874,4.54E-86
DYNLT3,1.48E-90,-0.345054296,0.086,0.241,4.90E-86
CRABP1,3.90E-90,-0.847029672,0.027,0.145,1.29E-85
LMO7,4.21E-90,0.290727243,0.121,0.013,1.39E-85
DNAJC4,6.30E-90,-0.330633804,0.093,0.252,2.08E-85
LIMCH1,1.16E-89,0.349694238,0.264,0.101,3.84E-85
CHL1,1.27E-89,0.378700175,0.269,0.106,4.19E-85
CYSTM1,1.86E-89,-0.41495879,0.142,0.311,6.14E-85
PNMA1,1.99E-89,0.340269846,0.469,0.279,6.58E-85
LMNA,2.65E-89,-0.392547519,0.097,0.254,8.77E-85
CCT2,2.77E-89,0.30636595,0.671,0.497,9.17E-85
HIST1H4C,3.71E-89,0.56466289,0.457,0.272,1.23E-84
TMEM108,6.76E-89,0.338392516,0.219,0.069,2.23E-84
SET,7.42E-89,0.288030262,0.768,0.611,2.45E-84
DUT,9.00E-89,-0.341059338,0.334,0.53,2.97E-84
CLEC11A,1.81E-88,-0.369324083,0.118,0.283,6.00E-84
ZC2HC1A,3.19E-88,0.314213263,0.378,0.189,1.05E-83
CHODL,3.55E-88,-0.465456162,0.022,0.133,1.17E-83
APBB1,3.57E-88,0.314036472,0.335,0.158,1.18E-83
SRPK2,3.65E-88,0.345502002,0.48,0.286,1.21E-83
XRCC5,5.22E-88,0.327349217,0.633,0.46,1.73E-83
SELENOP,8.92E-88,-0.401957532,0.042,0.169,2.95E-83
UBE2S,1.18E-87,0.327669047,0.225,0.077,3.91E-83
B3GALT2,1.29E-87,0.280735146,0.13,0.018,4.26E-83
GRIA3,1.49E-87,0.28360973,0.169,0.04,4.92E-83
TSPAN4,1.71E-87,-0.284206206,0.051,0.184,5.66E-83
EIF4G2,2.03E-87,0.274329744,0.827,0.696,6.72E-83
NPR3,2.25E-87,0.297866788,0.101,0.005,7.43E-83
P4HA2,3.50E-87,-0.291030994,0.041,0.167,1.16E-82
SVBP,5.22E-87,0.349541222,0.538,0.357,1.73E-82
PRNP,5.25E-87,-0.422202397,0.184,0.356,1.73E-82
DDIT3,6.39E-87,-0.525565758,0.101,0.257,2.11E-82
HEBP1,6.40E-87,-0.310786089,0.076,0.223,2.12E-82
TMEM59L,8.15E-87,0.293432778,0.413,0.211,2.69E-82
DLGAP1,9.28E-87,0.253542889,0.141,0.025,3.07E-82
RSF1,1.12E-86,0.334866703,0.505,0.315,3.71E-82
FAM110B,1.16E-86,0.289441497,0.23,0.08,3.83E-82
DOK6,1.39E-86,0.270416238,0.158,0.034,4.58E-82
TTC28,1.39E-86,0.330990953,0.258,0.102,4.60E-82
MGST1,1.54E-86,-0.578177524,0.097,0.249,5.10E-82
LGALS3,2.20E-86,-0.265677092,0.014,0.115,7.27E-82
DSTN,2.57E-86,0.308956854,0.813,0.705,8.50E-82
APBA2,3.54E-86,0.303820984,0.255,0.097,1.17E-81
NEUROD4,4.67E-86,-0.488879425,0.034,0.152,1.54E-81
DDX5,7.13E-86,0.292978807,0.89,0.81,2.36E-81
PEG10,7.24E-86,0.259012558,0.514,0.309,2.39E-81
TSPO,1.04E-85,0.349229738,0.584,0.403,3.42E-81
TIAM2,1.09E-85,0.251227526,0.139,0.025,3.60E-81
PJA1,1.83E-85,0.319695284,0.388,0.207,6.06E-81
PFDN5,2.53E-85,-0.258074464,0.884,0.891,8.36E-81
C14orf132,8.63E-85,0.305392298,0.272,0.111,2.85E-80
KIF3A,1.41E-84,0.306465136,0.352,0.173,4.65E-80
LMAN1,1.52E-84,-0.313856577,0.083,0.231,5.01E-80
SERINC2,3.33E-84,0.269176454,0.183,0.05,1.10E-79
GNG2,3.44E-84,0.315048879,0.309,0.139,1.14E-79
PPP2R1A,3.79E-84,0.30628402,0.687,0.531,1.25E-79
CELF3,4.68E-84,0.272394511,0.228,0.076,1.55E-79
SRGAP3,4.68E-84,0.327283393,0.33,0.157,1.55E-79
STX7,4.72E-84,0.326377701,0.32,0.151,1.56E-79
DNAJB5,4.89E-84,0.257005659,0.176,0.045,1.62E-79
SMARCC1,9.75E-84,0.325862145,0.341,0.17,3.22E-79
THSD7A,1.03E-83,0.392846684,0.23,0.084,3.40E-79
NKAIN3-IT1,2.55E-83,0.320645548,0.181,0.051,8.44E-79
ACTR1A,2.62E-83,0.297899751,0.414,0.223,8.65E-79
ATP5IF1,2.78E-83,-0.355818484,0.685,0.78,9.19E-79
KIF1A,2.94E-82,0.330020602,0.471,0.279,9.73E-78
TPGS2,3.82E-82,0.352603681,0.488,0.307,1.26E-77
IFT57,6.46E-82,-0.397975679,0.136,0.297,2.13E-77
GPX1,7.54E-82,-0.418014032,0.52,0.652,2.49E-77
H2AFY,8.48E-82,0.308211322,0.68,0.503,2.80E-77
NBEA,1.10E-81,0.339516773,0.247,0.097,3.65E-77
ABHD14A,1.14E-81,-0.391273736,0.2,0.37,3.77E-77
AP002884.1,1.23E-81,0.283967952,0.199,0.062,4.08E-77
NINJ1,1.62E-81,-0.308050318,0.07,0.209,5.34E-77
SYBU,2.16E-81,0.27939805,0.187,0.055,7.14E-77
MAPK8,2.33E-81,0.302264534,0.302,0.136,7.69E-77
SPTAN1,2.48E-81,0.314270574,0.328,0.158,8.21E-77
PRKAG2-AS1,4.71E-81,0.256826819,0.14,0.027,1.56E-76
SETBP1,1.14E-80,0.307099632,0.206,0.07,3.76E-76
C5orf49,1.58E-80,-0.308299844,0.023,0.126,5.21E-76
NR2F1-AS1,1.96E-80,0.284563217,0.217,0.077,6.48E-76
CD151,2.13E-80,-0.36029961,0.166,0.336,7.05E-76
SWI5,2.33E-80,-0.305143806,0.11,0.265,7.69E-76
SELENOM,3.40E-80,-0.459138063,0.207,0.373,1.12E-75
HMGXB4,5.33E-80,0.310914234,0.342,0.173,1.76E-75
PRPF40A,5.39E-80,0.311893156,0.451,0.275,1.78E-75
ST3GAL1,1.05E-79,0.295801466,0.198,0.063,3.48E-75
NAA38,1.09E-79,-0.39144615,0.296,0.473,3.61E-75
CD164,1.36E-79,-0.339539548,0.17,0.341,4.50E-75
RPS27L,1.83E-79,-0.370074763,0.592,0.73,6.06E-75
NTM,2.06E-79,0.342814724,0.32,0.151,6.82E-75
VWA5A,2.83E-79,-0.28885501,0.021,0.122,9.37E-75
IGF2BP2,3.20E-79,0.300645221,0.257,0.106,1.06E-74
ACBD6,5.52E-79,0.326544965,0.321,0.159,1.83E-74
HMGCR,7.14E-79,0.293691655,0.273,0.116,2.36E-74
PPP1R17,1.06E-78,0.610410504,0.126,0.022,3.50E-74
CLIP3,1.08E-78,0.288516982,0.269,0.113,3.58E-74
SLC2A1,1.15E-78,-0.387983858,0.077,0.214,3.80E-74
SCG2,2.32E-78,-0.426626598,0.025,0.128,7.66E-74
STXBP1,3.41E-78,0.292278204,0.297,0.133,1.13E-73
SLC4A7,5.84E-78,0.293816114,0.286,0.128,1.93E-73
IFI27L2,6.52E-78,-0.38648115,0.255,0.437,2.15E-73
GLI3,7.14E-78,0.328117937,0.141,0.031,2.36E-73
TMEM205,8.89E-78,-0.36783188,0.189,0.355,2.94E-73
DPP7,1.13E-77,-0.325094683,0.112,0.264,3.72E-73
KDM1A,1.45E-77,0.285524466,0.251,0.102,4.81E-73
MVD,2.30E-77,0.331723995,0.325,0.163,7.61E-73
SH3BGRL,3.78E-77,-0.438871716,0.37,0.54,1.25E-72
AC245297.3,4.44E-77,-0.254198489,0.034,0.145,1.47E-72
WDR83OS,6.76E-77,-0.344145048,0.514,0.653,2.23E-72
UBE2T,1.10E-76,0.2899581,0.262,0.106,3.62E-72
CALM3,2.84E-76,0.293066957,0.738,0.615,9.40E-72
ILF3,3.85E-76,0.304062037,0.465,0.292,1.27E-71
NET1,5.08E-76,-0.256563876,0.029,0.134,1.68E-71
INSIG1,1.05E-75,0.34873908,0.374,0.202,3.46E-71
SCD,1.09E-75,0.327243217,0.37,0.2,3.61E-71
GSTA4,1.47E-75,0.309526999,0.615,0.452,4.86E-71
NDUFAF8,3.19E-75,-0.365622528,0.227,0.397,1.05E-70
SIAH1,3.29E-75,0.288352279,0.289,0.132,1.09E-70
C1orf194,5.55E-75,-0.296928754,0.013,0.101,1.84E-70
CCND1,6.62E-75,-0.289879908,0.037,0.148,2.19E-70
PAIP1,7.69E-75,0.306103253,0.453,0.28,2.54E-70
ZNF148,1.02E-74,0.284140418,0.334,0.169,3.39E-70
EFNA3,1.47E-74,0.275951051,0.201,0.068,4.87E-70
ASNS,1.47E-74,0.306024016,0.293,0.136,4.87E-70
TMEM132A,1.63E-74,0.277423077,0.216,0.08,5.39E-70
STC2,1.75E-74,-0.374752552,0.032,0.139,5.79E-70
ELAVL2,2.97E-74,0.26092627,0.265,0.109,9.81E-70
ANXA6,2.98E-74,-0.30903361,0.109,0.259,9.86E-70
SPTSSA,3.73E-74,-0.340981479,0.175,0.343,1.23E-69
NONO,4.44E-74,0.322487942,0.587,0.419,1.47E-69
ELOVL6,5.19E-74,0.275373579,0.201,0.069,1.72E-69
GLRX,6.52E-74,0.294701405,0.252,0.106,2.16E-69
EIF4A1,7.11E-74,0.27801852,0.762,0.627,2.35E-69
POU3F2,7.96E-74,0.299972908,0.179,0.056,2.63E-69
ATP6V1G2,9.59E-74,0.322325631,0.456,0.272,3.17E-69
RDH11,1.55E-73,0.295489859,0.434,0.261,5.12E-69
KLHDC8B,1.64E-73,-0.297759874,0.065,0.19,5.43E-69
XRN2,2.08E-73,0.318443432,0.467,0.297,6.86E-69
RBM25,2.66E-73,0.320891147,0.535,0.367,8.80E-69
ISG15,3.45E-73,-0.425877294,0.057,0.177,1.14E-68
KIF1B,4.12E-73,0.302650228,0.389,0.216,1.36E-68
EIF3H,4.15E-73,0.277410156,0.768,0.638,1.37E-68
VCAN,6.58E-73,0.2806683,0.388,0.211,2.17E-68
SNHG19,8.72E-73,-0.296216999,0.079,0.213,2.88E-68
C5orf30,1.30E-72,0.270002512,0.24,0.097,4.31E-68
SCG3,1.39E-72,0.301989472,0.389,0.207,4.60E-68
C2orf69,1.64E-72,0.286379223,0.277,0.126,5.41E-68
ZNF677,1.97E-72,0.309295383,0.273,0.124,6.52E-68
KCNQ2,3.96E-72,0.290174011,0.234,0.093,1.31E-67
RORB,7.14E-72,-0.33537068,0.056,0.175,2.36E-67
PTOV1,7.87E-72,0.296732281,0.626,0.47,2.60E-67
SAT1,9.82E-72,-0.531425084,0.331,0.497,3.25E-67
OSBPL8,1.15E-71,0.270568544,0.296,0.143,3.82E-67
NIPSNAP1,1.18E-71,0.304273608,0.354,0.19,3.92E-67
JAKMIP2,1.69E-71,0.275393568,0.221,0.085,5.59E-67
FYN,1.98E-71,0.280646832,0.276,0.127,6.55E-67
ATRX,3.18E-71,0.307891247,0.607,0.45,1.05E-66
NCOR1,3.45E-71,0.301727446,0.459,0.291,1.14E-66
GTF3A,3.54E-71,0.327301236,0.435,0.268,1.17E-66
DCTN2,6.89E-71,0.279410543,0.598,0.436,2.28E-66
IER2,1.88E-70,-0.427773381,0.296,0.458,6.23E-66
PATJ,2.81E-70,-0.317385086,0.025,0.12,9.29E-66
DIXDC1,2.88E-70,0.274707684,0.221,0.087,9.52E-66
RSPO3,3.42E-70,-0.353229904,0.03,0.13,1.13E-65
KLHDC3,3.76E-70,0.309113388,0.401,0.238,1.24E-65
BOLA3,5.61E-70,-0.337391157,0.125,0.269,1.85E-65
SCD5,5.76E-70,0.444727082,0.423,0.265,1.90E-65
ENAH,8.59E-70,0.295118458,0.455,0.282,2.84E-65
MORN2,1.18E-69,-0.369305122,0.136,0.281,3.90E-65
